"","id","GR19-MIT5","IS19-13","IS19-14","domain","major_clade","kingdom","phylum","class","order","family","genus"
"651","NTU651",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17","Bacteroidetes vadinHA17 family"
"652","NTU652",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"653","NTU653",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13"
"654","NTU654",0,0,23,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"655","NTU655",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"656","NTU656",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"657","NTU657",0,22,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas"
"658","NTU658",0,2,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"659","NTU659",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"660","NTU660",0,2,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"661","NTU661",167,17,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"662","NTU662",1992,3436,335,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"663","NTU663",16,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"664","NTU664",611,470,35,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"665","NTU665",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"666","NTU666",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"667","NTU667",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"668","NTU668",23,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"669","NTU669",9,4,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea"
"670","NTU670",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea"
"671","NTU671",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas"
"672","NTU672",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"673","NTU673",0,4,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"674","NTU674",0,0,8,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"675","NTU675",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium"
"676","NTU676",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"677","NTU677",16,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"678","NTU678",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"679","NTU679",31,16,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"680","NTU680",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"681","NTU681",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Thermoflavifilum"
"682","NTU682",1,8,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Thermoflavifilum"
"683","NTU683",0,4,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Thermoflavifilum"
"684","NTU684",0,12,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"685","NTU685",15,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"686","NTU686",35,7,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"687","NTU687",13,6,1,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"688","NTU688",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"689","NTU689",19,3,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae family"
"690","NTU690",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter"
"691","NTU691",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Membranicola"
"692","NTU692",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"693","NTU693",14,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae family"
"694","NTU694",86,0,12,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae family"
"695","NTU695",339,0,90,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae family"
"696","NTU696",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagales order","Chitinophagales order"
"697","NTU697",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"698","NTU698",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae family"
"699","NTU699",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae family"
"700","NTU700",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"701","NTU701",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Rhodocytophaga"
"702","NTU702",31,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"703","NTU703",0,5,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"704","NTU704",0,39,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"705","NTU705",15,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"706","NTU706",25,0,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"707","NTU707",77,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"708","NTU708",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"709","NTU709",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"710","NTU710",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"711","NTU711",262,463,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"712","NTU712",379,363,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"713","NTU713",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"714","NTU714",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"715","NTU715",0,7,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"716","NTU716",307,191,10,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"717","NTU717",134,313,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"718","NTU718",28,60,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"719","NTU719",29,0,1,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"720","NTU720",0,9,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"721","NTU721",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"722","NTU722",0,15,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"723","NTU723",376,18,6,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"724","NTU724",11,55,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"725","NTU725",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"726","NTU726",9,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"727","NTU727",46,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"728","NTU728",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"729","NTU729",277,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"730","NTU730",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"731","NTU731",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"732","NTU732",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"733","NTU733",199,28,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"734","NTU734",93,179,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"735","NTU735",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"736","NTU736",52,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"737","NTU737",50,120,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"738","NTU738",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"739","NTU739",10,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"740","NTU740",1,181,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"741","NTU741",0,19,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"742","NTU742",27,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"743","NTU743",28,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"744","NTU744",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"745","NTU745",49,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"746","NTU746",4169,4262,178,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"747","NTU747",1597,167,7,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"748","NTU748",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"749","NTU749",22,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"750","NTU750",8,0,3,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae family"
"751","NTU751",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","MWH-CFBk5","MWH-CFBk5 family"
"752","NTU752",0,0,5,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"753","NTU753",14,0,16,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"754","NTU754",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"755","NTU755",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"756","NTU756",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Fibrella"
"757","NTU757",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"758","NTU758",40,232,132,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","env.OPS 17 family"
"759","NTU759",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","FFCH9454","FFCH9454 family"
"760","NTU760",2,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium"
"761","NTU761",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae family"
"762","NTU762",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae family"
"763","NTU763",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"764","NTU764",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"765","NTU765",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Nubsella"
"766","NTU766",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"767","NTU767",24,0,0,"Bacteria","Bacteria domain","Bacteria domain","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
